siteid,fluxnetid,countryid,land_unit,status,latitude,longitude,year_began,koeppen_climate,gtopo30_elevation,igbp_land_use,
4080,IE-Dgm,Ireland,Europe,Inactive,51.986179,-8.753931,2009,Cfb - Warm temperate fully humid with warm summer,,Grasslands,
4081,IN-CRR,India,Asia,Inactive,20.45188333,85.94026667,2010,Aw - Equatorial savannah with dry winter,,Croplands,
4082,IT-Be1,Italy,Europe,Inactive,46.00361,13.02556,2006,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4083,IT-Be2,Italy,Europe,Inactive,46.00431,13.02776,2006,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4084,IT-CA1,Italy,Europe,Active,42.38041111,12.02656111,2011,Csa - Warm temperate with dry," hot summer""""",,Croplands
4085,IT-CA2,Italy,Europe,Active,42.37721944,12.02603889,2011,Csa - Warm temperate with dry," hot summer""""",,Croplands
4086,IT-CA3,Italy,Europe,Active,42.38,12.0222,2011,Csa - Warm temperate with dry," hot summer""""",,Croplands
4087,IT-Cas,Italy,Europe,Inactive,45.07004722,8.717522222,2006,Cfa - Warm temperate fully humid with hot summer,,Croplands,
4088,IT-CdD,Italy,Europe,Inactive,42.950231,12.381827,2012,Cfa - Warm temperate fully humid with hot summer,,Croplands,
4090,IT-Cp2,Italy,Europe,Active,41.70426559,12.35729313,2012,Csa - Warm temperate with dry," hot summer""""",,Evergreen Needleleaf Forest
4091,IT-Ctv,Italy,Europe,Inactive,37.64416,12.84638,2006,Csa - Warm temperate with dry," hot summer""""",,Croplands
4092,IT-La2,Italy,Europe,Inactive,45.9542,11.2853,2000,Cfb - Warm temperate fully humid with warm summer,,Evergreen Needleleaf Forest,
4093,IT-MPn,Italy,Europe,Inactive,41.1073,14.7416,2004,Csa - Warm temperate with dry," hot summer""""",,Croplands
4094,IT-Mrs,Italy,Europe,Inactive,42.927225,12.3651,2010,Cfa - Warm temperate fully humid with hot summer,,Croplands,
4095,IT-MsN,Italy,Europe,Inactive,39.71472,16.27806,2011,Csa - Warm temperate with dry," hot summer""""",,Croplands
4096,IT-Ro3,Italy,Europe,Inactive,42.37539,11.91542,2007,Csa - Warm temperate with dry," hot summer""""",,Croplands
4097,IT-Ro4,Italy,Europe,Inactive,42.37333,11.91922,2007,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4098,IT-Rut,Italy,Europe,Inactive,40.993753,17.03274,2010,Csa - Warm temperate with dry," hot summer""""",,Urban and Built-Up
4099,IT-SPC,Italy,Europe,Active,44.653869,11.62277,2012,Cfa - Warm temperate fully humid with hot summer,,Croplands,
4100,IT-Ter,Italy,Europe,Inactive,40.70377778,9.398166667,2004,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4101,IT-To1,Italy,Europe,Inactive,42.18967363,11.92155414,2004,Csa - Warm temperate with dry," hot summer""""",,Mixed Forests
4102,IT-To2,Italy,Europe,Inactive,42.18967363,11.92155414,2004,Csa - Warm temperate with dry," hot summer""""",,Mixed Forests
4103,IT-Tor,Italy,Europe,Inactive,45.84444,7.578055,2008,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4104,IT-TrF,Italy,Europe,Inactive,45.82376,7.56089,2010,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4105,IT-VdA,Italy,Europe,Inactive,46.19678,11.11354,2007,Dfb - Snow fully humid warm summer,,Cropland/Natural Vegetation Mosaic,
4106,IT-Vig,Italy,Europe,Inactive,45.29591,8.87554,2004,Cfa - Warm temperate fully humid with hot summer,,Cropland/Natural Vegetation Mosaic,
4108,NE-WaD,Niger,Africa,Inactive,13.6463167,2.64301667,2005,BSh - Arid Steppe hot,,Grasslands,
4109,NL-Dij,Netherlands,Europe,Inactive,51.99206111,5.645944444,2007,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4110,NL-Re1,Netherlands,Europe,Inactive,51.9,4.5,2004,Cfb - Warm temperate fully humid with warm summer,,Urban and Built-Up,
4111,NL-Re2,Netherlands,Europe,Inactive,51.9,4.5,2004,Cfb - Warm temperate fully humid with warm summer,,Urban and Built-Up,
4112,NL-Waa,Netherlands,Europe,Inactive,52.83159444,4.909122222,2008,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4113,NL-Zee,Netherlands,Europe,Inactive,52.33480278,5.372588889,2008,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4114,NO-And,Norway,Europe,Inactive,69.14278,16.02222,2009,Dfc - Snow fully humid cool summer,,Open Shrublands,
4115,NO-Blv,Norway,Europe,Active,78.92163086,11.83108521,2008,ET - Polar tundra,,Snow and Ice,
4116,PH-RIf,Philippines,Australia/Oceania,Inactive,14.14119,121.26526,2009,Am - Equatorial monsoon,,Cropland/Natural Vegetation Mosaic,
4117,PH-RIn,Philippines,Australia/Oceania,Inactive,14.14503,121.26094,2009,Am - Equatorial monsoon,,Cropland/Natural Vegetation Mosaic,
4118,PL-Brd,Poland,Europe,Active,52.434181,16.299523,2011,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4119,PL-Tcz,Poland,Europe,Active,53.19295,16.09748333,2011,Cfb - Warm temperate fully humid with warm summer,,Evergreen Needleleaf Forest,
4120,PT-Cor,Portugal,Europe,Active,39.13841389,-8.33268889,2009,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4121,RU-Ndm,Russia,Asia,Inactive,65.185,72.525,2009,Dfc - Snow fully humid cool summer,,Woody Savannas,
4122,RU-UPo,Russia,Asia,Inactive,61.93412778,50.22690278,2008,Dfc - Snow fully humid cool summer,,Grasslands,
4123,RU-Vrk,Russia,Asia,Active,67.05467987,62.94046783,2007,Dfc - Snow fully humid cool summer,,Woody Savannas,
4124,SK-Ta1,Slovakia,Europe,Inactive,49.15833333,20.26111111,2005,Dfc - Snow fully humid cool summer,,Cropland/Natural Vegetation Mosaic,
4125,SK-Ta2,Slovakia,Europe,Inactive,49.12638889,20.10777778,2005,Dfc - Snow fully humid cool summer,,Mixed Forests,
4126,UA-Pet,Ukraine,Asia,Inactive,46.45614,30.33609,2008,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4127,UK-LBT,United Kingdom,Europe,Active,51.5215,-0.1389,2011,Cfb - Warm temperate fully humid with warm summer,,Urban and Built-Up,
4128,ZA-Wgn,South Africa,Africa,Inactive,-26.56944444,26.93916667,2010,BSk - Arid Steppe cold,,Grasslands,
4129,CA-MA1,Canada,North America,Inactive,50.164472,-97.876222,,Dfb - Snow fully humid warm summer,,Croplands,
4130,CA-MA2,Canada,North America,Inactive,50.170972,-97.876222,,Dfb - Snow fully humid warm summer,,Cropland/Natural Vegetation Mosaic,
4131,CA-MA3,Canada,North America,Inactive,50.177444,-97.868639,,Dfb - Snow fully humid warm summer,,Croplands,
4132,CA-VSu,Canada,North America,Active,49.2261,-123.0784,2008,Cfb - Warm temperate fully humid with warm summer,,Urban and Built-Up,
4133,CA-Wes,Canada,North America,Inactive,49.0863,-123.1768,2007,Cfb - Warm temperate fully humid with warm summer,,Closed Shrublands,
4142,BE-Maa,Belgium,Europe,Inactive,50.980444,5.631306,,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
4143,CZ-KrP,Czech Republic,Europe,Active,49.573257,15.078773,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4144,DE-Bou,Germany,Europe,Active,52.655284,7.183765,2011,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
4145,DE-Fen,Germany,Europe,Active,47.8329,11.0607,2010,Cfb - Warm temperate fully humid with warm summer,,Cropland/Natural Vegetation Mosaic,
4146,DE-GsB,Germany,Europe,Active,52.030067,11.103386,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4147,DE-Gwg,Germany,Europe,Inactive,47.57083,11.03261,,Cfb - Warm temperate fully humid with warm summer,,Deciduous Broadleaf Forest,
4148,DE-HoH,Germany,Europe,Active,52.085306,11.222233,2014,Cfb - Warm temperate fully humid with warm summer,,Mixed Forests,
4149,DE-Lkb,Germany,Europe,Active,49.09961667,13.30466667,2009,Cfb - Warm temperate fully humid with warm summer,,Evergreen Needleleaf Forest,
4150,DE-Msr,Germany,Europe,Active,47.80927,11.45791,2010,Cfb - Warm temperate fully humid with warm summer,,Mixed Forests,
4151,DE-RuR,Germany,Europe,Active,50.6219142,6.3041256,2011,Cfb - Warm temperate fully humid with warm summer,,Grasslands,
4152,DE-RuS,Germany,Europe,Active,50.8659122,6.4471689,2011,Cfb - Warm temperate fully humid with warm summer,,Urban and Built-Up,
4153,DE-RuW,Germany,Europe,Active,50.50490703,6.33101886,2010,Cfb - Warm temperate fully humid with warm summer,,Evergreen Needleleaf Forest,
4154,DE-SfN,Germany,Europe,Active,47.806389,11.3275,2010,Cfb - Warm temperate fully humid with warm summer,,Evergreen Needleleaf Forest,
4155,DK-RCW,Denmark,Europe,Active,55.680682,12.101398,2012,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4156,ES-Gdn,Spain,Europe,Inactive,37.910917,-3.228444,,Csa - Warm temperate with dry," hot summer""""",,Croplands
4157,IT-Isp,Italy,Europe,Active,45.812643,8.633579,2013,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
4158,IT-PCm,Italy,Europe,Active,40.8741,14.2504,2014,Csa - Warm temperate with dry," hot summer""""",,Urban and Built-Up
4159,IT-SR2,Italy,Europe,Active,43.732026,10.290954,2013,Csa - Warm temperate with dry," hot summer""""",,Mixed Forests
4160,NO-Adv,Norway,Europe,Active,78.186,15.923,2011,ET - Polar tundra,,Open Shrublands,
4161,PL-Bdg,Poland,Europe,Active,53,17.96,2008,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4162,PL-Wlw,Poland,Europe,Active,52.84,18.31,2010,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4163,RU-SkP,Russia,Asia,Active,62.255,129.168,2001,Dfd - Snow fully humid extremely continental,,Deciduous Needleleaf Forest,
4164,SE-Htm,Sweden,Europe,Inactive,56.09763,13.41897,2015,Cfb - Warm temperate fully humid with warm summer,,Mixed Forests,
4165,SE-Lnn,Sweden,Europe,Inactive,58.34062958,13.10176754,,Dfb - Snow fully humid warm summer,,Croplands,
4166,SE-Sto,Sweden,Europe,Inactive,68.35600281,19.04520988,,ET - Polar tundra,,Permanent Wetlands,
4167,SE-Svb,Sweden,Europe,Inactive,64.2561,19.77451,2015,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4168,SN-Dhr,Senegal,Africa,Active,15.40278,-15.43222,2010,BWh - Arid desert hot,,Grasslands,
4169,AU-ASM,Australia,Australia/Oceania,Active,-22.283,133.249,2010,BSh - Arid Steppe hot,,Open Shrublands,
4170,AU-Cpr,Australia,Australia/Oceania,Active,-34.00206,140.58912,2010,BSk - Arid Steppe cold,,Closed Shrublands,
4171,AU-Cum,Australia,Australia/Oceania,Active,-33.613297,150.722466,2012,Cfa - Warm temperate fully humid with hot summer,,Woody Savannas,
4172,AU-Gin,Australia,Australia/Oceania,Active,-31.375,115.65,2011,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4173,AU-Rgf,Australia,Australia/Oceania,Active,-32.506102,116.966827,2015,Csa - Warm temperate with dry," hot summer""""",,Croplands
4174,AU-Rig,Australia,Australia/Oceania,Active,-36.656,145.576,2011,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4175,AU-TTE,Australia,Australia/Oceania,Active,-22.287,133.64,2012,BWh - Arid desert hot,,Open Shrublands,
4176,AU-Whr,Australia,Australia/Oceania,Active,-36.6732,145.0294,2011,Cfb - Warm temperate fully humid with warm summer,,Woody Savannas,
4177,CL-SDF,Chile,South America,Active,-41.883,-73.676,2013,Cfb - Warm temperate fully humid with warm summer,,Evergreen Broadleaf Forest,
4178,CL-SDP,Chile,South America,Active,-41.879,-73.666,2013,Cfb - Warm temperate fully humid with warm summer,,Evergreen Broadleaf Forest,
4179,FR-EM2,France,Europe,Active,49.87211,3.02065,2015,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4180,CA-TPD,Canada,North America,Active,42.635312,-80.557561,2012,Dfb - Snow fully humid warm summer,,Deciduous Broadleaf Forest,
4181,AQ-KSe,Antarctica,Australia/Oceania,Active,-62.232115,-58.804321,2002,EF - Polar frost,,Water,
4182,FI-Kmp,Finland,Europe,Active,60.20288716,24.96104572,2005,Dfb - Snow fully humid warm summer,,Urban and Built-Up,
4183,AU-Ync,Australia,Australia/Oceania,Active,-34.988282,146.291606,2012,BSk - Arid Steppe cold,,Croplands,
4184,BD-Mym,Bangladesh,Asia,Active,24.739348,90.426292,2006,Am - Equatorial monsoon,,Croplands,
4185,ID-Kan,Indonesia,Asia,Active,1,101.266667,2011,Af - Equatorial rainforest," fully humid""""",,Cropland/Natural Vegetation Mosaic
4186,IN-Bet,India,Asia,Active,21.863011,77.426019,2012,As - Equatorial savannah with dry summer,,Woody Savannas,
4187,IN-Brk,India,Asia,Active,30.110682,78.20343,2012,Cwa - Warm temperate with dry winter and hot summer,,Mixed Forests,
4188,IN-Hdw,India,Asia,Active,29.149319,79.421103,2012,Cwa - Warm temperate with dry winter and hot summer,,Woody Savannas,
4189,IN-IAR,India,Asia,Active,28.643839,77.152712,2013,BSh - Arid Steppe hot,,Urban and Built-Up,
4190,JP-Aou,Japan,Asia,Active,34.786316,134.370861,1993,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
4191,JP-APP,Japan,Asia,Active,40.022356,140.939255,2000,Dfa - Snow with fully humid hot summer,,Mixed Forests,
4192,JP-Bre,Japan,Asia,Active,42.4,142.466667,2007,Dfb - Snow fully humid warm summer,,Cropland/Natural Vegetation Mosaic,
4193,JP-Das,Japan,Asia,Active,78.916667,11.933333,2003,ET - Polar tundra,,Snow and Ice,
4194,JP-FHK,Japan,Asia,Active,35.443528,138.764722,2006,Dfb - Snow fully humid warm summer,,Mixed Forests,
4195,JP-Fsk,Japan,Asia,Active,40.654722,140.485278,2006,Cfa - Warm temperate fully humid with hot summer,,Croplands,
4196,JP-Kar,Japan,Asia,Active,36.4,138.583333,2002,Dfb - Snow fully humid warm summer,,Mixed Forests,
4197,JP-KEW,Japan,Asia,Active,34.963611,135.994444,2001,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
4198,JP-Kob,Japan,Asia,Active,31.966667,130.933333,2004,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
4199,JP-Nae,Japan,Asia,Active,36.891703,138.766823,2009,Dfb - Snow fully humid warm summer,,Mixed Forests,
4200,JP-NFT,Japan,Asia,Active,36.05132,140.099316,1997,Cfa - Warm temperate fully humid with hot summer,,Woody Savannas,
4201,JP-Nks,Japan,Asia,Active,43.54606,144.966545,2004,Dfc - Snow fully humid cool summer,,Woody Savannas,
4202,JP-Nsu,Japan,Asia,Active,36.925743,139.967766,2004,Cfa - Warm temperate fully humid with hot summer,,Croplands,
4203,JP-Ooz,Japan,Asia,Active,34.563469,135.533483,2015,Cfa - Warm temperate fully humid with hot summer,,Urban and Built-Up,
4204,JP-Sak,Japan,Asia,Active,34.573402,135.483013,2008,Cfa - Warm temperate fully humid with hot summer,,Urban and Built-Up,
4205,JP-Sap,Japan,Asia,Active,42.986836,141.385288,1999,Dfb - Snow fully humid warm summer,,Mixed Forests,
4206,JP-Sim,Japan,Asia,Active,36.211361,139.947389,2007,Cfa - Warm temperate fully humid with hot summer,,Woody Savannas,
4207,JP-Srk,Japan,Asia,Active,40.565556,140.127778,2008,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
4208,JP-Szn,Japan,Asia,Active,42.407267,142.475696,2004,Dfb - Snow fully humid warm summer,,Cropland/Natural Vegetation Mosaic,
4209,JP-Ta2,Japan,Asia,Active,36.139722,137.370833,2005,Dfb - Snow fully humid warm summer,,Mixed Forests,
4210,JP-TEF,Japan,Asia,Active,45.0558,142.1073,2001,Dfb - Snow fully humid warm summer,,Mixed Forests,
4211,KR-Ceo,South Korea,Asia,Active,37.15979,127.652729,2008,Dwa - Snow dry winter hot summer,,Croplands,
4212,KR-Gmj,South Korea,Asia,Active,35.745328,126.852522,2011,Cfa - Warm temperate fully humid with hot summer,,Urban and Built-Up,
4213,KR-Hae,South Korea,Asia,Active,34.5536,126.5643,2002,Cfa - Warm temperate fully humid with hot summer,,Croplands,
4214,KR-Kw2,South Korea,Asia,Active,37.75,127.15,2002,Dwa - Snow dry winter hot summer,,Mixed Forests,
4215,KR-Seo,South Korea,Asia,Active,37.93885,126.9547,2007,Dwa - Snow dry winter hot summer,,Deciduous Broadleaf Forest,
4217,MN-Knt,Mongolia,Asia,Active,48.351861,108.654333,2004,Dwc - Snow dry winter cool summer,,Croplands,
4218,MY-Cer,Malaysia,Asia,Active,1.400444,111.398333,2011,Af - Equatorial rainforest," fully humid""""",,Evergreen Broadleaf Forest
4219,MY-Lam,Malaysia,Asia,Active,4.2,114.033333,,Af - Equatorial rainforest," fully humid""""",,Evergreen Broadleaf Forest
4220,MY-Mud,Malaysia,Asia,Active,1.482989,111.153374,2011,Af - Equatorial rainforest," fully humid""""",,Evergreen Broadleaf Forest
4221,MY-PSO,Malaysia,Asia,Active,2.973,102.3062,2002,Af - Equatorial rainforest," fully humid""""",,Evergreen Broadleaf Forest
4222,MY-Sbu,Malaysia,Asia,Active,2.186667,111.84325,2011,Af - Equatorial rainforest," fully humid""""",,Cropland/Natural Vegetation Mosaic
4223,RU-Tur,Russia,Asia,Active,64.208888,100.463555,2004,Dfc - Snow fully humid cool summer,,Woody Savannas,
4224,TH-Bue,Thailand,Asia,Active,18.239134,103.320122,2012,Aw - Equatorial savannah with dry winter,,Woody Savannas,
4225,TH-Cgs,Thailand,Asia,Active,13.665556,101.441389,2006,Aw - Equatorial savannah with dry winter,,Cropland/Natural Vegetation Mosaic,
4226,TH-Kog,Thailand,Asia,Active,18.8,98.9,1997,Aw - Equatorial savannah with dry winter,,Evergreen Broadleaf Forest,
4227,TH-Moh,Thailand,Asia,Active,18.422942,99.718037,2000,Aw - Equatorial savannah with dry winter,,Woody Savannas,
4228,TH-Rtc,Thailand,Asia,Active,13.583333,99.5,2008,Aw - Equatorial savannah with dry winter,,Cropland/Natural Vegetation Mosaic,
4229,TW-LHC,Taiwan,Asia,Active,23.930967,120.89415,2005,Cwb - Warm temperate with dry winter and warm summer,,Evergreen Broadleaf Forest,
4230,VN-NCT,Vietnam,Asia,Active,11.457145,107.402916,2011,Aw - Equatorial savannah with dry winter,,Evergreen Broadleaf Forest,
4231,DE-RbW,Germany,Europe,Active,47.72991,10.96898,2011,Cfb - Warm temperate fully humid with warm summer,,Cropland/Natural Vegetation Mosaic,
4232,ES-LM1,Spain,Europe,Active,39.94269,-5.778683,2014,Csa - Warm temperate with dry," hot summer""""",,Savannas
4233,ES-LM2,Spain,Europe,Active,39.94269,-5.778683,2014,Csa - Warm temperate with dry," hot summer""""",,Woody Savannas
4234,FI-Kvr,Finland,Europe,Active,61.84667,24.28028,2009,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forest,
4235,FR-MsS,France,Europe,Active,48.53816,5.31187,2012,Cfb - Warm temperate fully humid with warm summer,,Deciduous Broadleaf Forest,
4236,FR-OnV,France,Europe,Active,48.50846,5.213463,2013,Cfb - Warm temperate fully humid with warm summer,,Croplands,
4237,IT-BFt,Italy,Europe,Active,45.202225,10.742714,2012,Cfa - Warm temperate fully humid with hot summer,,Mixed Forests,
4238,RU-Ch2,Russia,Asia,Active,68.61689,161.35089,2013,Dfc - Snow fully humid cool summer,,Open Shrublands,
4239,RU-Tks,Russia,Asia,Active,71.594267,128.887817,2011,Dfd - Snow fully humid extremely continental,,Open Shrublands,
4240,UK-Png,United Kingdom,Europe,Active,52.422332,-4.068402,2012,Cfb - Warm temperate fully humid with warm summer,,Grasslands,
4242,Au-Cow,Australia,Australia/Oceania,Active,-16.23819,145.427151,2009,Am - Equatorial monsoon,,Evergreen Broadleaf Forest,
4243,Au-Rob,Australia,Australia/Oceania,Active,-17.117441,145.630168,2013,Cfa - Warm temperate fully humid with hot summer,,Evergreen Broadleaf Forest,
4244,CA-DL1,Canada,North America,Active,64.8689,-111.5748,2004,Dfc - Snow fully humid cool summer,,Open Shrublands,
4245,CA-DL2,Canada,North America,Active,64.8648,-111.5677,2006,Dfc - Snow fully humid cool summer,,Permanent Wetlands,
4246,CR-SoC,Costa Rica,South America,Active,10.3827,-84.621,2014,Aw - Equatorial savannah with dry winter,,Evergreen Broadleaf Forests,
4247,PA-Bar,Panama,South America,Active,9.154,-79.848,2012,Am - Equatorial monsoon,,Evergreen Broadleaf Forests,
4248,US-Bes,United States,North America,Active,71.2809,-156.5965,2005,ET - Polar tundra,,Permanent Wetlands,
4249,US-CRT,United States,North America,Inactive,41.6285,-83.3471,2011,Dfa - Snow with fully humid hot summer,,Cropland,
4250,US-Cst,United States,North America,Active,33.0442,-91.9204,2012,Cfa - Warm temperate fully humid with hot summer,,Evergreen Needleleaf Forests,
4251,US-Dea,United States,North America,Active,32.8136,-115.4423,2014,BWh - Arid desert hot,,Cropland,
4252,US-Deu,United States,North America,Active,32.8056,-115.4456,2014,BWh - Arid desert hot,,Urban and Built-up,
4253,US-EML,United States,North America,Active,63.8784,-149.2536,2008,Dfc - Snow fully humid cool summer,,Open Shrublands,
4254,US-KFB,United States,North America,Active,39.0745,-96.5951,2006,Cfa - Warm temperate fully humid with hot summer,,Grasslands,
4255,US-KL1,United States,North America,Active,42.4847,-85.4422,2009,Dfb - Snow fully humid warm summer,,Cropland,
4256,US-KL2,United States,North America,Active,42.4767,-85.4467,2009,Dfb - Snow fully humid warm summer,,Grasslands,
4257,US-KL3,United States,North America,Active,42.4736,-85.4474,2009,Dfb - Snow fully humid warm summer,,Grasslands,
4258,US-KLS,United States,North America,Active,38.7745,-97.5684,2012,Cfa - Warm temperate fully humid with hot summer,,Grasslands,
4259,US-KM1,United States,North America,Active,42.4376,-85.3288,2009,Dfb - Snow fully humid warm summer,,Cropland,
4260,US-KM2,United States,North America,Active,42.444,-85.3104,2009,Dfb - Snow fully humid warm summer,,Grasslands,
4261,US-KM3,United States,North America,Active,42.444,-85.3098,2009,Dfb - Snow fully humid warm summer,,Grasslands,
4262,US-KM4,United States,North America,Active,42.4423,-85.3301,2009,Dfb - Snow fully humid warm summer,,Grasslands,
4263,US-LGr,United States,North America,Active,34.1377,-101.4787,2013,BSk - Arid Steppe cold,,Grasslands,
4264,US-NC3,United States,North America,Active,35.799,-76.656,2013,Cfa - Warm temperate fully humid with hot summer,,Evergreen Needleleaf Forests,
4265,US-NC4,United States,North America,Inactive,35.7879,-75.9038,2009,Cfa - Warm temperate fully humid with hot summer,,Permanent Wetlands,
4266,US-NGB,United States,North America,Active,71.28,-156.6092,2012,ET - Polar tundra,,Snow and Ice,
4267,US-OWC,United States,North America,Active,41.3795,-82.5125,2015,Dfa - Snow with fully humid hot summer,,Permanent Wetlands,
4268,US-Prr,United States,North America,Active,65.1237,-147.4876,2011,Dfc - Snow fully humid cool summer,,Evergreen Needleleaf Forests,
4269,US-Ro4,United States,North America,Active,44.4041,-93.4201,2014,Dfa - Snow with fully humid hot summer,,Grasslands,
4270,US-SBC,United States,North America,Active,37.5734,-79.0848,2015,Cfa - Warm temperate fully humid with hot summer,,Evergreen Needleleaf Forests,
4271,US-SRG,United States,North America,Active,31.7894,-110.8277,2008,BSk - Arid Steppe cold,,Grasslands,
4272,US-Sta,United States,North America,Inactive,41.3966,-106.8024,2006,Dfb - Snow fully humid warm summer,,Open Shrublands,
4273,US-StJ,United States,North America,Active,39.0882,-75.4372,2015,Cfa - Warm temperate fully humid with hot summer,,Permanent Wetlands,
4274,US-SuM,United States,North America,Inactive,20.7981,-156.454,2013,Af - Equatorial rainforest," fully humid""""",,Cropland
4275,US-SuS,United States,North America,Inactive,20.7847,-156.4039,2011,Af - Equatorial rainforest," fully humid""""",,Cropland
4276,US-SuW,United States,North America,Inactive,20.8246,-156.4913,2011,Af - Equatorial rainforest," fully humid""""",,Cropland
4277,US-Tw1,United States,North America,Active,38.1074,-121.6469,2012,Csa - Warm temperate with dry," hot summer""""",,Permanent Wetlands
4278,US-Tw2,United States,North America,Inactive,38.1047,-121.6433,2012,Csa - Warm temperate with dry," hot summer""""",,Cropland
4279,US-Tw3,United States,North America,Active,38.1159,-121.6467,2013,Csa - Warm temperate with dry," hot summer""""",,Cropland
4280,US-Tw4,United States,North America,Active,38.103,-121.6414,2013,Csa - Warm temperate with dry," hot summer""""",,Permanent Wetlands
4281,US-ULM,United States,North America,Active,32.457,-91.9743,2013,Cfa - Warm temperate fully humid with hot summer,,Deciduous Broadleaf Forests,
4282,US-UM3,United States,North America,Inactive,45.5686,-84.6707,2013,Dfb - Snow fully humid warm summer,,,
4283,US-Wdn,United States,North America,Inactive,40.7838,-106.2618,2006,Dfc - Snow fully humid cool summer,,Open Shrublands,
4284,US-WPT,United States,North America,Inactive,41.4646,-82.9962,2011,Dfa - Snow with fully humid hot summer,,Permanent Wetlands,
4285,DK-RCT,Denmark,Europe,Inactive,55.694101,12.088284,,Cfb - Warm temperate fully humid with warm summer,,,
4286,ES-FtD,Spain,Europe,Inactive,36.99818,-6.434566,,Csa - Warm temperate with dry," hot summer""""",,
4287,ES-MtN,Spain,Europe,Inactive,36.991805,-6.482628,2012,Csa - Warm temperate with dry," hot summer""""",,
4288,IT-Gln,Italy,Europe,Inactive,40.94711666,14.11708888,,Csa - Warm temperate with dry," hot summer""""",,
4289,IT-OVr,Italy,Europe,Inactive,43.91111111,12.90416666,2014,Cfb - Warm temperate fully humid with warm summer,,,
4290,IT-OXm,Italy,Europe,Inactive,43.77446388,11.25524166,2005,Cfb - Warm temperate fully humid with warm summer,,,
4291,IT-SMc,Italy,Europe,Inactive,40.84725555,14.25781666,2014,Csa - Warm temperate with dry," hot summer""""",,
4292,PL-Kpt,Poland,Europe,Inactive,53.591884,22.892348,,Dfb - Snow fully humid warm summer,,,
4293,RU-KsC,Russia,Asia,Inactive,57.25146,65.96931,2013,Dfb - Snow fully humid warm summer,,,
4294,RU-KsG,Russia,Asia,Inactive,57.2528,65.99321,2013,Dfb - Snow fully humid warm summer,,,
4295,RU-Uts,Russia,Asia,Inactive,57.154907,65.343002,2012,Dfb - Snow fully humid warm summer,,,
4296,CA-LuM,Canada,North America,Inactive,43.9201,-80.4052,2014,Dfb - Cold/Without_Dry_Season/Warm_Summer,,Permanent Wetlands,
4297,US-ADR,United States,North America,Active,36.7653,-116.6933,2011,,,Barren or Sparse Vegetation,
4298,US-Bsg,United States,North America,Active,43.4712,-119.6909,2012,BSk - Arid/Steppe/Cold,,Open Shrublands,
4299,US-GBT,United States,North America,Inactive,41.3658,-106.2397,1991,Dfc - Cold/Without_Dry_Season/Cold_Summer,,Evergreen Needleleaf Forests,
4300,US-Wgr,United States,North America,Active,45.1126,-122.6561,2014,Csb - Temperate/Dry_Summer/Warm_Summer,,Cropland,
4301,US-Wpp,United States,North America,Active,44.1369,-123.1824,2014,Csb - Temperate/Dry_Summer/Warm_Summer,,Deciduous Broadleaf Forests,
4302,US-Wwt,United States,North America,Active,45.1089,-122.6664,2014,Csb - Temperate/Dry_Summer/Warm_Summer,,Cropland,
